Profile Name,Source,Navigation Level,Referrer Url,Webpage Url,Click Utc Ts
User 4,Source 0,signupPrompt,,,10/8/22 14:04
User 4,Source 0,browseTitles,,,10/8/22 14:04
User 4,Source 1,movieDetails,,,9/30/22 14:53
User 4,Source 1,browseTitles,,,9/30/22 14:53
User 4,Source 1,movieDetails,,,9/30/22 14:53
User 4,Source 1,episodesSelector,,,9/30/22 14:53
User 4,Source 1,episodesSelector,,,9/30/22 14:53
User 4,Source 1,movieDetails,,,9/30/22 14:53
User 4,Source 1,playback,,,9/30/22 14:53
User 4,Source 1,movieDetails,,,9/30/22 14:53
User 4,Source 1,movieDetails,,,9/30/22 14:53
User 4,Source 1,playback,,,9/30/22 14:53
User 4,Source 1,profilesGate,,,9/30/22 14:52
User 4,Source 1,movieDetails,,,9/30/22 14:52
User 4,Source 1,profilesGate,,,9/30/22 14:52
User 4,Source 0,profilesGate,,,9/25/22 4:48
User 4,Source 0,browseTitles,,,9/25/22 4:48
User 4,Source 0,browseTitles,,,9/25/22 4:48
User 4,Source 0,browseTitles,,,9/25/22 4:48
User 4,Source 0,settings,,,9/24/22 21:52
User 4,Source 0,accountMenu,,,9/24/22 21:52
User 4,Source 0,webLink,,,9/24/22 21:52
User 4,Source 0,accountMenu,,,9/24/22 21:52
User 4,Source 0,accountMenu,,,9/24/22 21:52
User 4,Source 0,webLink,,,9/24/22 21:52
User 4,Source 0,browseTitles,,,9/24/22 21:52
User 4,Source 0,accountMenu,,,9/24/22 21:52
User 4,Source 0,profilesGate,,,9/24/22 21:52
User 4,Source 0,browseTitles,,,9/24/22 21:52
User 4,Source 1,playback,,,9/22/22 9:57
User 4,Source 1,postPlay,,,9/22/22 9:57
User 4,Source 1,movieDetails,,,9/22/22 8:50
User 4,Source 1,playback,,,9/22/22 8:50
User 4,Source 1,profilesGate,,,9/22/22 8:50
User 4,Source 1,profilesGate,,,9/22/22 8:50
User 4,Source 1,movieDetails,,,9/22/22 8:50
User 4,Source 1,screenSaver,,,9/22/22 5:15
User 4,Source 1,movieDetails,,,9/22/22 5:15
User 4,Source 1,movieDetails,,,9/22/22 5:15
User 4,Source 1,screenSaver,,,9/22/22 5:15
User 4,Source 1,movieDetails,,,9/22/22 5:10
User 4,Source 1,screenSaver,,,9/22/22 5:10
User 4,Source 1,playback,,,9/22/22 5:05
User 4,Source 1,movieDetails,,,9/22/22 5:05
User 4,Source 1,playback,,,9/22/22 4:30
User 4,Source 1,movieDetails,,,9/22/22 4:30
User 4,Source 1,profilesGate,,,9/22/22 4:30
User 4,Source 1,movieDetails,,,9/22/22 4:30
User 4,Source 1,profilesGate,,,9/22/22 4:30
User 4,Source 1,screenSaver,,,9/21/22 16:18
User 4,Source 1,movieDetails,,,9/21/22 16:18
User 4,Source 1,movieDetails,,,9/21/22 16:13
User 4,Source 1,screenSaver,,,9/21/22 16:13
User 4,Source 1,playback,,,9/21/22 15:54
User 4,Source 1,movieDetails,,,9/21/22 15:54
User 4,Source 1,movieDetails,,,9/21/22 15:19
User 4,Source 1,playback,,,9/21/22 15:19
User 4,Source 1,profilesGate,,,9/21/22 15:19
User 4,Source 1,movieDetails,,,9/21/22 15:19
User 4,Source 1,profilesGate,,,9/21/22 15:19
User 4,Source 1,movieDetails,,,9/20/22 15:21
User 4,Source 1,playback,,,9/20/22 15:21
User 4,Source 1,movieDetails,,,9/20/22 14:55
User 4,Source 1,playback,,,9/20/22 14:55
User 4,Source 1,browseTitles,,,9/20/22 14:55
User 4,Source 1,movieDetails,,,9/20/22 14:55
User 4,Source 1,profilesGate,,,9/20/22 14:55
User 4,Source 1,browseTitles,,,9/20/22 14:55
User 4,Source 1,profilesGate,,,9/20/22 14:55
User 4,Source 1,browseTitles,,,9/19/22 4:04
User 4,Source 1,movieDetails,,,9/19/22 4:04
User 4,Source 1,episodesSelector,,,9/19/22 4:04
User 4,Source 1,movieDetails,,,9/19/22 4:04
User 4,Source 1,movieDetails,,,9/19/22 4:04
User 4,Source 1,episodesSelector,,,9/19/22 4:04
User 4,Source 1,playback,,,9/19/22 4:04
User 4,Source 1,movieDetails,,,9/19/22 4:04
User 4,Source 1,postPlay,,,9/19/22 4:03
User 4,Source 1,playback,,,9/19/22 4:03
User 4,Source 1,playback,,,9/19/22 4:03
User 4,Source 1,postPlay,,,9/19/22 4:03
User 4,Source 1,movieDetails,,,9/19/22 4:01
User 4,Source 1,playback,,,9/19/22 4:01
User 4,Source 1,profilesGate,,,9/19/22 4:01
User 4,Source 1,movieDetails,,,9/19/22 4:01
User 4,Source 1,profilesGate,,,9/19/22 4:01
User 4,Source 1,postPlay,,,9/18/22 15:33
User 4,Source 1,playback,,,9/18/22 15:33
User 4,Source 1,playback,,,9/18/22 15:33
User 4,Source 1,postPlay,,,9/18/22 15:33
User 4,Source 1,postPlay,,,9/18/22 15:12
User 4,Source 1,playback,,,9/18/22 15:12
User 4,Source 1,postPlay,,,9/18/22 15:12
User 4,Source 1,playback,,,9/18/22 15:12
User 4,Source 1,playback,,,9/18/22 15:00
User 4,Source 1,postPlay,,,9/18/22 15:00
User 4,Source 1,postPlay,,,9/18/22 15:00
User 4,Source 1,playback,,,9/18/22 15:00
User 4,Source 1,postPlay,,,9/18/22 14:44
User 4,Source 1,playback,,,9/18/22 14:44
User 4,Source 1,playback,,,9/18/22 14:44
User 4,Source 1,postPlay,,,9/18/22 14:44
User 4,Source 1,movieDetails,,,9/18/22 14:40
User 4,Source 1,playback,,,9/18/22 14:40
User 4,Source 1,movieDetails,,,9/18/22 14:40
User 4,Source 1,browseTitles,,,9/18/22 14:40
User 4,Source 1,profilesGate,,,9/18/22 14:39
User 4,Source 1,browseTitles,,,9/18/22 14:39
User 4,Source 1,profilesGate,,,9/18/22 14:39
User 4,Source 1,playback,,,9/17/22 16:27
User 4,Source 1,movieDetails,,,9/17/22 16:27
User 4,Source 1,movieDetails,,,9/17/22 16:22
User 4,Source 1,playback,,,9/17/22 16:22
User 4,Source 1,playback,,,9/17/22 16:22
User 4,Source 1,movieDetails,,,9/17/22 16:22
User 4,Source 1,movieDetails,,,9/17/22 16:20
User 4,Source 1,playback,,,9/17/22 16:20
User 4,Source 1,browseTitles,,,9/17/22 16:20
User 4,Source 1,movieDetails,,,9/17/22 16:20
User 4,Source 1,playback,,,9/17/22 16:20
User 4,Source 1,browseTitles,,,9/17/22 16:20
User 4,Source 1,profilesGate,,,9/17/22 16:20
User 4,Source 1,browseTitles,,,9/17/22 16:20
User 4,Source 1,browseTitles,,,9/17/22 16:20
User 4,Source 1,playback,,,9/17/22 16:20
User 4,Source 1,profilesGate,,,9/17/22 16:19
User 4,Source 0,browseTitles,,,9/17/22 16:18
User 4,Source 0,movieDetails,,,9/17/22 16:18
User 4,Source 0,browseTitles,,,9/17/22 16:18
User 4,Source 0,profilesGate,,,9/17/22 16:18
User 4,Source 0,profilesGate,,,9/17/22 15:50
User 4,Source 0,browseTitles,,,9/17/22 15:50
User 4,Source 1,playback,,,9/17/22 4:22
User 4,Source 1,movieDetails,,,9/17/22 4:22
User 4,Source 1,playback,,,9/17/22 4:08
User 4,Source 1,movieDetails,,,9/17/22 4:08
User 4,Source 1,profilesGate,,,9/17/22 4:07
User 4,Source 1,movieDetails,,,9/17/22 4:07
User 4,Source 1,profilesGate,,,9/17/22 4:07
User 4,Source 1,screenSaver,,,9/16/22 16:32
User 4,Source 1,movieDetails,,,9/16/22 16:32
User 4,Source 1,screenSaver,,,9/16/22 16:26
User 4,Source 1,movieDetails,,,9/16/22 16:26
User 4,Source 1,playback,,,9/16/22 16:20
User 4,Source 1,movieDetails,,,9/16/22 16:20
User 4,Source 1,postPlay,,,9/16/22 15:57
User 4,Source 1,playback,,,9/16/22 15:57
User 4,Source 1,playback,,,9/16/22 15:57
User 4,Source 1,postPlay,,,9/16/22 15:57
User 4,Source 1,movieDetails,,,9/16/22 15:38
User 4,Source 1,playback,,,9/16/22 15:38
User 4,Source 1,playback,,,9/16/22 15:23
User 4,Source 1,movieDetails,,,9/16/22 15:23
User 4,Source 1,movieDetails,,,9/16/22 15:16
User 4,Source 1,playback,,,9/16/22 15:16
User 4,Source 1,playback,,,9/16/22 15:14
User 4,Source 1,movieDetails,,,9/16/22 15:14
User 4,Source 1,playback,,,9/16/22 15:07
User 4,Source 1,postPlay,,,9/16/22 15:07
User 4,Source 1,playback,,,9/16/22 15:07
User 4,Source 1,postPlay,,,9/16/22 15:07
User 4,Source 1,movieDetails,,,9/16/22 14:48
User 4,Source 1,playback,,,9/16/22 14:48
User 4,Source 1,movieDetails,,,9/16/22 14:48
User 4,Source 1,profilesGate,,,9/16/22 14:48
User 4,Source 1,profilesGate,,,9/16/22 14:48
User 4,Source 1,movieDetails,,,9/16/22 5:08
User 4,Source 1,playback,,,9/16/22 5:08
User 4,Source 1,playback,,,9/16/22 4:51
User 4,Source 1,postPlay,,,9/16/22 4:51
User 4,Source 1,playback,,,9/16/22 4:51
User 4,Source 1,postPlay,,,9/16/22 4:51
User 4,Source 1,postPlay,,,9/16/22 4:31
User 4,Source 1,playback,,,9/16/22 4:31
User 4,Source 1,postPlay,,,9/16/22 4:31
User 4,Source 1,playback,,,9/16/22 4:31
User 4,Source 1,postPlay,,,9/16/22 4:09
User 4,Source 1,playback,,,9/16/22 4:09
User 4,Source 1,playback,,,9/16/22 4:09
User 4,Source 1,postPlay,,,9/16/22 4:09
User 4,Source 1,movieDetails,,,9/16/22 4:05
User 4,Source 1,playback,,,9/16/22 4:05
User 4,Source 1,playback,,,9/16/22 4:04
User 4,Source 1,movieDetails,,,9/16/22 4:04
User 4,Source 1,playback,,,9/16/22 3:49
User 4,Source 1,movieDetails,,,9/16/22 3:49
User 4,Source 1,playback,,,9/16/22 3:44
User 4,Source 1,movieDetails,,,9/16/22 3:44
User 4,Source 1,movieDetails,,,9/16/22 3:35
User 4,Source 1,playback,,,9/16/22 3:35
User 4,Source 1,profilesGate,,,9/16/22 3:34
User 4,Source 1,profilesGate,,,9/16/22 3:34
User 4,Source 1,movieDetails,,,9/16/22 3:34
User 4,Source 1,movieDetails,,,9/15/22 15:18
User 4,Source 1,playback,,,9/15/22 15:18
User 4,Source 1,movieDetails,,,9/15/22 14:55
User 4,Source 1,playback,,,9/15/22 14:55
User 4,Source 1,profilesGate,,,9/15/22 14:55
User 4,Source 1,movieDetails,,,9/15/22 14:55
User 4,Source 1,profilesGate,,,9/15/22 14:55
User 4,Source 1,playback,,,9/15/22 8:10
User 4,Source 1,movieDetails,,,9/15/22 8:10
User 4,Source 1,playback,,,9/15/22 8:10
User 4,Source 1,postPlay,,,9/15/22 8:10
User 4,Source 1,playback,,,9/15/22 8:10
User 4,Source 1,postPlay,,,9/15/22 8:10
User 4,Source 1,postPlay,,,9/15/22 7:57
User 4,Source 1,playback,,,9/15/22 7:57
User 4,Source 1,postPlay,,,9/15/22 7:57
User 4,Source 1,playback,,,9/15/22 7:57
User 4,Source 1,playback,,,9/15/22 7:48
User 4,Source 1,episodesSelector,,,9/15/22 7:48
User 4,Source 1,episodesSelector,,,9/15/22 7:47
User 4,Source 1,movieDetails,,,9/15/22 7:47
User 4,Source 1,movieDetails,,,9/15/22 7:47
User 4,Source 1,playback,,,9/15/22 7:47
User 4,Source 1,postPlay,,,9/15/22 7:47
User 4,Source 1,playback,,,9/15/22 7:47
User 4,Source 1,postPlay,,,9/15/22 7:47
User 4,Source 1,playback,,,9/15/22 7:47
User 4,Source 1,movieDetails,,,9/15/22 7:45
User 4,Source 1,playback,,,9/15/22 7:45
User 4,Source 1,profilesGate,,,9/15/22 7:45
User 4,Source 1,movieDetails,,,9/15/22 7:45
User 4,Source 1,profilesGate,,,9/15/22 7:45
User 4,Source 1,playback,,,9/15/22 5:03
User 4,Source 1,movieDetails,,,9/15/22 5:03
User 4,Source 1,postPlay,,,9/15/22 5:03
User 4,Source 1,playback,,,9/15/22 5:03
User 4,Source 1,playback,,,9/15/22 5:03
User 4,Source 1,postPlay,,,9/15/22 5:03
User 4,Source 1,postPlay,,,9/15/22 4:43
User 4,Source 1,playback,,,9/15/22 4:43
User 4,Source 1,playback,,,9/15/22 4:43
User 4,Source 1,postPlay,,,9/15/22 4:43
User 4,Source 1,postPlay,,,9/15/22 4:24
User 4,Source 1,playback,,,9/15/22 4:24
User 4,Source 1,playback,,,9/15/22 4:24
User 4,Source 1,postPlay,,,9/15/22 4:24
User 4,Source 1,postPlay,,,9/15/22 4:04
User 4,Source 1,playback,,,9/15/22 4:04
User 4,Source 1,playback,,,9/15/22 4:04
User 4,Source 1,postPlay,,,9/15/22 4:04
User 4,Source 1,movieDetails,,,9/15/22 3:43
User 4,Source 1,playback,,,9/15/22 3:43
User 4,Source 1,profilesGate,,,9/15/22 3:42
User 4,Source 1,movieDetails,,,9/15/22 3:42
User 4,Source 1,profilesGate,,,9/15/22 3:42
User 4,Source 1,movieDetails,,,9/14/22 15:24
User 4,Source 1,postPlay,,,9/14/22 15:24
User 4,Source 1,playback,,,9/14/22 15:24
User 4,Source 1,postPlay,,,9/14/22 15:24
User 4,Source 1,postPlay,,,9/14/22 14:59
User 4,Source 1,playback,,,9/14/22 14:59
User 4,Source 1,playback,,,9/14/22 14:59
User 4,Source 1,postPlay,,,9/14/22 14:59
User 4,Source 1,postPlay,,,9/14/22 14:42
User 4,Source 1,playback,,,9/14/22 14:42
User 4,Source 1,playback,,,9/14/22 14:42
User 4,Source 1,postPlay,,,9/14/22 14:42
User 4,Source 1,playback,,,9/14/22 14:32
User 4,Source 1,movieDetails,,,9/14/22 14:32
User 4,Source 1,profilesGate,,,9/14/22 14:32
User 4,Source 1,movieDetails,,,9/14/22 14:32
User 4,Source 1,profilesGate,,,9/14/22 14:32
User 4,Source 1,postPlay,,,9/14/22 8:03
User 4,Source 1,playback,,,9/14/22 8:03
User 4,Source 1,playback,,,9/14/22 8:03
User 4,Source 1,postPlay,,,9/14/22 8:03
User 4,Source 1,playback,,,9/14/22 7:53
User 4,Source 1,movieDetails,,,9/14/22 7:53
User 4,Source 1,profilesGate,,,9/14/22 7:53
User 4,Source 1,movieDetails,,,9/14/22 7:53
User 4,Source 1,profilesGate,,,9/14/22 7:53
User 4,Source 1,playback,,,9/14/22 4:44
User 4,Source 1,movieDetails,,,9/14/22 4:44
User 4,Source 1,postPlay,,,9/14/22 4:38
User 4,Source 1,playback,,,9/14/22 4:38
User 4,Source 1,postPlay,,,9/14/22 4:38
User 4,Source 1,playback,,,9/14/22 4:38
User 4,Source 1,postPlay,,,9/14/22 4:30
User 4,Source 1,playback,,,9/14/22 4:30
User 4,Source 1,postPlay,,,9/14/22 4:30
User 4,Source 1,playback,,,9/14/22 4:30
User 4,Source 1,movieDetails,,,9/14/22 4:15
User 4,Source 1,playback,,,9/14/22 4:15
User 4,Source 1,browseTitles,,,9/14/22 4:15
User 4,Source 1,movieDetails,,,9/14/22 4:15
User 4,Source 1,browseTitles,,,9/14/22 4:15
User 4,Source 1,profilesGate,,,9/14/22 4:15
User 4,Source 1,browseTitles,,,9/14/22 4:15
User 4,Source 1,playback,,,9/13/22 15:57
User 4,Source 1,movieDetails,,,9/13/22 15:57
User 4,Source 1,postPlay,,,9/13/22 15:46
User 4,Source 1,playback,,,9/13/22 15:46
User 4,Source 1,postPlay,,,9/13/22 15:46
User 4,Source 1,playback,,,9/13/22 15:46
User 4,Source 1,postPlay,,,9/13/22 15:28
User 4,Source 1,playback,,,9/13/22 15:28
User 4,Source 1,playback,,,9/13/22 15:28
User 4,Source 1,postPlay,,,9/13/22 15:28
User 4,Source 1,movieDetails,,,9/13/22 15:11
User 4,Source 1,playback,,,9/13/22 15:11
User 4,Source 1,browseTitles,,,9/13/22 15:11
User 4,Source 1,movieDetails,,,9/13/22 15:11
User 4,Source 1,movieDetails,,,9/13/22 15:11
User 4,Source 1,browseTitles,,,9/13/22 15:11
User 4,Source 1,playback,,,9/13/22 15:07
User 4,Source 1,movieDetails,,,9/13/22 15:07
User 4,Source 1,postPlay,,,9/13/22 14:55
User 4,Source 1,playback,,,9/13/22 14:55
User 4,Source 1,playback,,,9/13/22 14:54
User 4,Source 1,postPlay,,,9/13/22 14:54
User 4,Source 1,movieDetails,,,9/13/22 14:42
User 4,Source 1,playback,,,9/13/22 14:42
User 4,Source 1,profilesGate,,,9/13/22 14:42
User 4,Source 1,movieDetails,,,9/13/22 14:42
User 4,Source 1,profilesGate,,,9/13/22 14:42
User 4,Source 1,postPlay,,,9/13/22 8:05
User 4,Source 1,playback,,,9/13/22 8:05
User 4,Source 1,playback,,,9/13/22 8:05
User 4,Source 1,postPlay,,,9/13/22 8:05
User 4,Source 1,playback,,,9/13/22 8:00
User 4,Source 1,postPlay,,,9/13/22 8:00
User 4,Source 1,playback,,,9/13/22 8:00
User 4,Source 1,postPlay,,,9/13/22 8:00
User 4,Source 1,postPlay,,,9/13/22 8:00
User 4,Source 1,playback,,,9/13/22 8:00
User 4,Source 1,postPlay,,,9/13/22 8:00
User 4,Source 1,playback,,,9/13/22 8:00
User 4,Source 1,postPlay,,,9/13/22 7:59
User 4,Source 1,playback,,,9/13/22 7:59
User 4,Source 1,playback,,,9/13/22 7:58
User 4,Source 1,postPlay,,,9/13/22 7:58
User 4,Source 1,postPlay,,,9/13/22 7:58
User 4,Source 1,playback,,,9/13/22 7:58
User 4,Source 1,playback,,,9/13/22 7:58
User 4,Source 1,postPlay,,,9/13/22 7:58
User 4,Source 1,postPlay,,,9/13/22 7:43
User 4,Source 1,playback,,,9/13/22 7:43
User 4,Source 1,playback,,,9/13/22 7:43
User 4,Source 1,postPlay,,,9/13/22 7:43
User 4,Source 1,movieDetails,,,9/13/22 7:37
User 4,Source 1,playback,,,9/13/22 7:37
User 4,Source 1,profilesGate,,,9/13/22 7:37
User 4,Source 1,movieDetails,,,9/13/22 7:37
User 4,Source 1,profilesGate,,,9/13/22 7:37
User 4,Source 1,playback,,,9/13/22 4:30
User 4,Source 1,movieDetails,,,9/13/22 4:30
User 4,Source 1,postPlay,,,9/13/22 4:16
User 4,Source 1,playback,,,9/13/22 4:16
User 4,Source 1,playback,,,9/13/22 4:16
User 4,Source 1,postPlay,,,9/13/22 4:16
User 4,Source 1,movieDetails,,,9/13/22 4:08
User 4,Source 1,playback,,,9/13/22 4:08
User 4,Source 1,profilesGate,,,9/13/22 4:08
User 4,Source 1,movieDetails,,,9/13/22 4:08
User 4,Source 1,profilesGate,,,9/13/22 4:08
User 4,Source 1,movieDetails,,,9/12/22 16:18
User 4,Source 1,profilesGate,,,9/12/22 16:18
User 4,Source 1,screenSaver,,,9/12/22 15:58
User 4,Source 1,movieDetails,,,9/12/22 15:58
User 4,Source 1,movieDetails,,,9/12/22 15:53
User 4,Source 1,screenSaver,,,9/12/22 15:53
User 4,Source 1,playback,,,9/12/22 15:44
User 4,Source 1,movieDetails,,,9/12/22 15:44
User 4,Source 1,playback,,,9/12/22 15:26
User 4,Source 1,postPlay,,,9/12/22 15:26
User 4,Source 1,playback,,,9/12/22 15:26
User 4,Source 1,postPlay,,,9/12/22 15:26
User 4,Source 1,playback,,,9/12/22 15:05
User 4,Source 1,episodesSelector,,,9/12/22 15:05
User 4,Source 1,movieDetails,,,9/12/22 15:05
User 4,Source 1,episodesSelector,,,9/12/22 15:05
User 4,Source 1,browseTitles,,,9/12/22 15:05
User 4,Source 1,movieDetails,,,9/12/22 15:05
User 4,Source 1,profilesGate,,,9/12/22 15:04
User 4,Source 1,browseTitles,,,9/12/22 15:04
User 4,Source 1,profilesGate,,,9/12/22 15:04
User 4,Source 0,browseTitles,,,9/12/22 4:57
User 4,Source 0,newsFeed,,,9/12/22 4:57
User 4,Source 0,browseTitles,,,9/12/22 4:57
User 4,Source 0,playback,,,9/12/22 4:57
User 4,Source 0,playback,,,9/12/22 4:25
User 4,Source 0,browseTitles,,,9/12/22 4:25
User 4,Source 0,browseTitles,,,9/12/22 4:25
User 4,Source 0,playback,,,9/12/22 4:25
User 4,Source 0,playback,,,9/12/22 4:12
User 4,Source 0,browseTitles,,,9/12/22 4:12
User 4,Source 0,profilesGate,,,9/12/22 4:12
User 4,Source 0,browseTitles,,,9/12/22 4:12
User 4,Source 1,playback,,,9/11/22 16:25
User 4,Source 1,movieDetails,,,9/11/22 16:25
User 4,Source 1,postPlay,,,9/11/22 16:14
User 4,Source 1,playback,,,9/11/22 16:14
User 4,Source 1,postPlay,,,9/11/22 16:14
User 4,Source 1,playback,,,9/11/22 16:14
User 4,Source 1,postPlay,,,9/11/22 16:07
User 4,Source 1,playback,,,9/11/22 16:07
User 4,Source 1,postPlay,,,9/11/22 16:07
User 4,Source 1,playback,,,9/11/22 16:07
User 4,Source 1,playback,,,9/11/22 16:04
User 4,Source 1,postPlay,,,9/11/22 16:04
User 4,Source 1,postPlay,,,9/11/22 16:04
User 4,Source 1,playback,,,9/11/22 16:04
User 4,Source 1,postPlay,,,9/11/22 16:02
User 4,Source 1,playback,,,9/11/22 16:02
User 4,Source 1,postPlay,,,9/11/22 16:02
User 4,Source 1,playback,,,9/11/22 16:02
User 4,Source 1,postPlay,,,9/11/22 15:59
User 4,Source 1,playback,,,9/11/22 15:59
User 4,Source 1,playback,,,9/11/22 15:59
User 4,Source 1,postPlay,,,9/11/22 15:59
User 4,Source 1,playback,,,9/11/22 15:52
User 4,Source 1,postPlay,,,9/11/22 15:52
User 4,Source 1,playback,,,9/11/22 15:52
User 4,Source 1,postPlay,,,9/11/22 15:52
User 4,Source 1,playback,,,9/11/22 15:51
User 4,Source 1,postPlay,,,9/11/22 15:51
User 4,Source 1,playback,,,9/11/22 15:51
User 4,Source 1,postPlay,,,9/11/22 15:51
User 4,Source 1,playback,,,9/11/22 15:43
User 4,Source 1,postPlay,,,9/11/22 15:43
User 4,Source 1,playback,,,9/11/22 15:43
User 4,Source 1,postPlay,,,9/11/22 15:43
User 4,Source 1,postPlay,,,9/11/22 15:43
User 4,Source 1,playback,,,9/11/22 15:43
User 4,Source 1,playback,,,9/11/22 15:42
User 4,Source 1,postPlay,,,9/11/22 15:42
User 4,Source 1,playback,,,9/11/22 15:42
User 4,Source 1,postPlay,,,9/11/22 15:42
User 4,Source 1,playback,,,9/11/22 15:42
User 4,Source 1,postPlay,,,9/11/22 15:42
User 4,Source 1,postPlay,,,9/11/22 15:40
User 4,Source 1,playback,,,9/11/22 15:40
User 4,Source 1,playback,,,9/11/22 15:40
User 4,Source 1,postPlay,,,9/11/22 15:40
User 4,Source 1,postPlay,,,9/11/22 15:35
User 4,Source 1,playback,,,9/11/22 15:35
User 4,Source 1,playback,,,9/11/22 15:35
User 4,Source 1,postPlay,,,9/11/22 15:35
User 4,Source 1,episodesSelector,,,9/11/22 15:22
User 4,Source 1,playback,,,9/11/22 15:22
User 4,Source 1,movieDetails,,,9/11/22 15:22
User 4,Source 1,episodesSelector,,,9/11/22 15:22
User 4,Source 1,movieDetails,,,9/11/22 15:22
User 4,Source 1,playback,,,9/11/22 15:22
User 4,Source 1,postPlay,,,9/11/22 15:22
User 4,Source 1,playback,,,9/11/22 15:22
User 4,Source 1,playback,,,9/11/22 15:21
User 4,Source 1,postPlay,,,9/11/22 15:21
User 4,Source 1,movieDetails,,,9/11/22 15:17
User 4,Source 1,playback,,,9/11/22 15:17
User 4,Source 1,playback,,,9/11/22 15:16
User 4,Source 1,movieDetails,,,9/11/22 15:16
User 4,Source 1,postPlay,,,9/11/22 15:11
User 4,Source 1,playback,,,9/11/22 15:11
User 4,Source 1,playback,,,9/11/22 15:11
User 4,Source 1,postPlay,,,9/11/22 15:11
User 4,Source 1,postPlay,,,9/11/22 15:10
User 4,Source 1,playback,,,9/11/22 15:10
User 4,Source 1,playback,,,9/11/22 15:10
User 4,Source 1,postPlay,,,9/11/22 15:10
User 4,Source 1,postPlay,,,9/11/22 15:08
User 4,Source 1,playback,,,9/11/22 15:08
User 4,Source 1,playback,,,9/11/22 15:08
User 4,Source 1,postPlay,,,9/11/22 15:08
User 4,Source 1,playback,,,9/11/22 15:08
User 4,Source 1,postPlay,,,9/11/22 15:08
User 4,Source 1,playback,,,9/11/22 15:08
User 4,Source 1,postPlay,,,9/11/22 15:08
User 4,Source 1,playback,,,9/11/22 15:07
User 4,Source 1,postPlay,,,9/11/22 15:07
User 4,Source 1,playback,,,9/11/22 15:07
User 4,Source 1,postPlay,,,9/11/22 15:07
User 4,Source 1,postPlay,,,9/11/22 15:06
User 4,Source 1,playback,,,9/11/22 15:06
User 4,Source 1,playback,,,9/11/22 15:06
User 4,Source 1,postPlay,,,9/11/22 15:06
User 4,Source 1,postPlay,,,9/11/22 15:06
User 4,Source 1,playback,,,9/11/22 15:06
User 4,Source 1,playback,,,9/11/22 15:06
User 4,Source 1,postPlay,,,9/11/22 15:06
User 4,Source 1,postPlay,,,9/11/22 15:05
User 4,Source 1,playback,,,9/11/22 15:05
User 4,Source 1,playback,,,9/11/22 15:05
User 4,Source 1,postPlay,,,9/11/22 15:05
User 4,Source 1,postPlay,,,9/11/22 15:05
User 4,Source 1,playback,,,9/11/22 15:05
User 4,Source 1,playback,,,9/11/22 15:05
User 4,Source 1,postPlay,,,9/11/22 15:05
User 4,Source 1,postPlay,,,9/11/22 15:03
User 4,Source 1,playback,,,9/11/22 15:03
User 4,Source 1,playback,,,9/11/22 15:03
User 4,Source 1,postPlay,,,9/11/22 15:03
User 4,Source 1,playback,,,9/11/22 14:58
User 4,Source 1,postPlay,,,9/11/22 14:58
User 4,Source 1,playback,,,9/11/22 14:58
User 4,Source 1,postPlay,,,9/11/22 14:58
User 4,Source 1,playback,,,9/11/22 14:57
User 4,Source 1,postPlay,,,9/11/22 14:57
User 4,Source 1,playback,,,9/11/22 14:57
User 4,Source 1,postPlay,,,9/11/22 14:57
User 4,Source 1,postPlay,,,9/11/22 14:56
User 4,Source 1,playback,,,9/11/22 14:56
User 4,Source 1,playback,,,9/11/22 14:56
User 4,Source 1,postPlay,,,9/11/22 14:56
User 4,Source 1,movieDetails,,,9/11/22 14:48
User 4,Source 1,playback,,,9/11/22 14:48
User 4,Source 1,profilesGate,,,9/11/22 14:48
User 4,Source 1,movieDetails,,,9/11/22 14:48
User 4,Source 1,profilesGate,,,9/11/22 14:48
User 4,Source 1,postPlay,,,9/10/22 4:20
User 4,Source 1,playback,,,9/10/22 4:20
User 4,Source 1,postPlay,,,9/10/22 4:20
User 4,Source 1,playback,,,9/10/22 4:20
User 4,Source 1,postPlay,,,9/10/22 4:03
User 4,Source 1,playback,,,9/10/22 4:03
User 4,Source 1,playback,,,9/10/22 4:03
User 4,Source 1,postPlay,,,9/10/22 4:03
User 4,Source 1,playback,,,9/10/22 3:58
User 4,Source 1,movieDetails,,,9/10/22 3:58
User 4,Source 1,browseTitles,,,9/10/22 3:58
User 4,Source 1,movieDetails,,,9/10/22 3:58
User 4,Source 1,profilesGate,,,9/10/22 3:57
User 4,Source 1,browseTitles,,,9/10/22 3:57
User 4,Source 1,profilesGate,,,9/10/22 3:57
User 4,Source 1,playback,,,9/9/22 8:06
User 4,Source 1,postPlay,,,9/9/22 8:06
User 4,Source 1,playback,,,9/9/22 8:06
User 4,Source 1,postPlay,,,9/9/22 8:06
User 4,Source 1,postPlay,,,9/9/22 7:55
User 4,Source 1,playback,,,9/9/22 7:55
User 4,Source 1,playback,,,9/9/22 7:55
User 4,Source 1,postPlay,,,9/9/22 7:55
User 4,Source 1,browseTitles,,,9/9/22 7:53
User 4,Source 1,playback,,,9/9/22 7:53
User 4,Source 1,browseTitles,,,9/9/22 7:53
User 4,Source 1,profilesGate,,,9/9/22 7:53
User 4,Source 1,profilesGate,,,9/9/22 7:52
User 4,Source 1,playback,,,9/8/22 15:20
User 4,Source 1,movieDetails,,,9/8/22 15:20
User 4,Source 1,movieDetails,,,9/8/22 15:19
